Model Number,Model Name,Color,Connectivity,OS,Operating System Version,RAM,Voice Call,Display Size,Sales Package,Display Resolution,Primary Camera,Internal Storage,Processor Speed,Sim Type,Warranty Summary,Display Resolution Type,Display Supported Network,Processor Type,Series,Additional Features,Sim Size,Multi-touch,Sensors,ROM,Battery Capacity,Document Viewer,E-mail,Secondary Camera,Video Recording Resolution,Video Recording,Full HD Recording,HD Recording,Flash,Other Camera Features,2G,3G,Edge,GPRS,Bluetooth Version,USB,Browser,Headphone Jack,Wi-fi Version,Other Connectivity Features,Other Display Features,Display Type,Video Formats Supported,Full HD Playback,HD Playback,Video Playback,Audio Formats Supported,GPS Support,GPS Type,Map Support,Expandable Storage Capacity,Memory Card Slot Type,Memory Card Support,Warranty,Warranty Service Type,Domestic Warranty,Covered in Warranty,Not Covered in Warranty,Warranty Period,Supported Network,Battery Type,Touch Screen Type,Display PPI,Battery Features,RAM Type,Digital Zoom,MRP Price,Discount,Discounted_price,Brand
MGH72HN/A,iPad Air 2,Silver,Wi-Fi+4G,iOS,8,2 GB,No,24.64 cm (9.7 inch),"USB Cable, USB Power Adapter, Handset",2048 x 1536 pixels,8 megapixels,16 GB,,Single Sim,1 Year Warranty,Quad HD,GSM,A8X Chip with M8 Motion Co-processor,,"Apple Pay, iBeacon Microlocation, Siri, Hands-free, Dual Microphones, Lightning Connector, AirDrop, iCloud Drive, QuickType Keyboard, AirPlay, iTunes Radio, Control Center, Multi-tasking, Spotlight Search, Family Sharing, Notification Center, Calender, iT",Nano Sim,Multi-touch,"Ambient Light Sensor, Three-axis Gyro Sensor, Barometer, Accelerometer, Touch ID, Digital Compass",16 GB,,Yes,Yes,1.2 megapixels,1920 x 1080 pixels,Yes,Yes,Yes,,"Tap to Focus, Five-element lens, �/2.4 Aperture, Auto Image Stabilization, Autofocus, Exposure Control, Burst Mode, Backside Illumination, Panorama (up to 43MP), Timer Mode, 8MP iSight Camera, Auto HDR for Photos, Photo Geotagging, Face Detection, Hybrid IR Flter",Yes,Yes,Yes,Yes,4,Yes,Safari,3.5 mm,802.11 a/b/g/n/ac,Bluetooth Support,"Retina Display, LED Backlit Widescreen, IPS Technology, Finger Print-resistant Oleophobic Coating, Anti-reflective Coating, Fully Laminated Display",,"MJPEG, MOV, H.264, MPEG4, MP4, M4V, AAC-LC",Yes,Yes,Yes,"MP3, AAC-HE, WAV, AAX, VBR, AIFF, AAX+, AAC",Yes,"A-GPS, GLONASS",Google Maps,,,,12 months,,,,,12 months,4G LTE,Lithium - Polymer,,,27.3 Wh,,,"56,282",11%,"49,590",Maplin
8088Q-3AALIN1-A,3T10 with Speaker,Prime Black,Wi-Fi+4G,Android,9.0 (Pie),2 GB,Yes,25.4 cm (10 inch),"Tablet, Power Adapter, USB Cable, Bluetooth Speaker, User Manual, Warranty Card",1280 x 800 Pixels,2 Megapixels,16 GB,1.28 GHz,Single Sim,"1 Year on Tablet, 6 Months on Accessories",HD,4G VoLTE,MediaTek Quad Core (MT8765B),,"Face Unlock, FM Radio, Dual Speakers, Far Field AI Voice Control, Wi-Fi Display",Nano SIM,Yes,"G-Sensor, Gyroscope",16 GB,4080 mAh,Yes,Yes,2 Megapixels,,Yes,,Yes,,,Yes,Yes,Yes,Yes,v4.2,"Yes, USB 2.0",Android,3.5 mm,802.11 a/b/g/n,"Wi-Fi Direct, OTG and Bluetooth Support",HD LED Backlit Multi Touch IPS Display,IPS,"MP4, 3GP, AVI",Yes,Yes,Yes,MP3,Yes,A-GPS,Google Maps,128 GB,microSD,Yes,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,"4G VoLTE, WCDMA, GSM",Li-ion,Capacitive,,,,,"24,844",11%,"21,990",Maplin
Inspiron 5406,,Titan Grey,,,,8 GB,,,"2 in 1 Laptop, Power Adaptor, Battery, Active Pen, User Guide, Warranty Documents",,,,,,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",,,,Inspiron,Li-ion Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onsite,1 Year,Manufacturing Defects,Accidental Damage,,,,,,,DDR4,,"7,999",27%,"5,799",lenovo
MXE42HN/A,iPad Pro 2020 (2nd Generation),Space Grey,Wi-Fi+4G,iPadOS,13.4,6 GB,No,27.94 cm (11 inch),"iPad Pro, USB Type C Charge Cable (1 metre), 18 W USB Type C Power Adapter, User Manual, Warranty Card",2388 x 1668 Pixels,12 Megapixels,256 GB,2.5 GHz,Single Sim,1 Year Limited Hardware Warranty,Full HD,LTE,A12Z Bionic Chip with 64-bit Architecture (Neural Engine) with Embedded M12 Coprocessor,,"Video Calling: FaceTime Video (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Audio Calling: FaceTime Audio (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Quad Audio Speaker, 5 x Studio Quality Microphones for Calls, Video Recording and Audio Recording, Digital Compass, iBeacon Micro Location, Face ID (Enabled by TrueDepth Camera for Facial Recognition, Unlock iPad, Secure Personal Data within Apps, Make Purchases from the iTunes Store, App Store and Apple Books), Siri: Use Voice to Send Messages, Set Reminders and More, Accessibility Includes VoiceOver, Magnifier, Closed Captions, Voice Control, Siri and Dictation, AssistiveTouch, Zoom, Switch Control, Speak Screen, Supports Dolby Vision and HDR10 Content, Supports Apple SIM (eSIM)",,Yes,"Face ID, LiDAR Scanner, Three-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",256 GB,,Yes,Yes,7 Megapixels,"4K, 1080P, 720P pixels",Yes,Yes,Yes,Yes,"Rear Camera: 12 MP (Wide) + 10 MP (Ultra Wide), F/1.8 Aperture (12 MP), F/2.4 Aperture and 125 Degree Field of View (10 MP), Five Element Lens (Wide and Ultra Wide), Brighter True Tone Flash, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels (Wide), Tap to Focus with Focus Pixels (Wide), Wide Color Capture for Photos and Live Photos, Exposure Control, Noise Reduction, Smart HDR for Photos, Auto Image Stabilisation, Burst Mode, Timer Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Slow‑motion Video Support for 1080p at 120 fps or 240 fps (Wide) and 240 fps (Ultra Wide), Time Lapse Video with Stabilisation, Continuous Autofocus Video, Video Geotagging, Video Formats Captured: HEVC and H.264, Front Camera: Animoji and Memoji, Portrait Mode, Portrait Lighting, Retina Flash, F/2.2 Aperture, Smart HDR, Auto Image Stabilisation, Burst Mode, Exposure Control, Timer Mode, Wide Color Capture for Photos and Live Photos",Yes,Yes,Yes,Yes,v5.0,"Yes, USB Type C",Safari,,802.11ax (Wi-Fi 6),"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity, HT80 with MIMO","LED Backlit Multi Touch Liquid Retina Display with Fingerprint Resistant Oleophobic Coating Fully Laminated Display, ProMotion Technology, Wide Color Display (P3), True Tone Display, 600 nits Brightness, Anti-reflective Coating, 1.8% Reflectivity",IPS,"H.264 Video Upto 4K, 30 Frames Per Second, High Profile Level 4.2 with AAC‑LC Audio Upto 160 Kbps, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, MPEG-4 Video Upto 2.5 Mbps, 640 x 480 Pixels, 30 Frames Per Second, Simple Profile with AAC‑LC Audio Upto 160 Kbps Per Channel, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, Motion JPEG (M‑JPEG) Upto 35 Mbps, 1280 x 720 Pixels, 30 Frames Per Second, Audio in Ulaw, PCM Stereo Audio in .avi File Format",Yes,Yes,Yes,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Dolby Atmos, Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+), Apple Lossless, AIFF and WAV",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,"4G LTE, WCDMA, GSM",Lithium Polymer,,264 PPI,,,5x,"3,990",No-discount,"3,990",SAMSUNG
SM-T970NZNAINU,Galaxy Tab S7+,Mystic Bronze,Wi-Fi Only,Android,10,6 GB,No,31.5 cm (12.4 inch),"Tablet, S Pen, Travel Adapter, USB Type A to Type C Cable, SIM Ejector Tool, Quick Start Guide, Warranty Card",2800 x 1752 Pixels,13 Megapixels,128 GB,3.09 GHz,No Sim,1 Year Warranty Provided by the Manufacturer from Date of Purchase,Quad HD,NA,Qualcomm Snapdragon 865 Plus,S Series,"Quad Speaker Sound by AKG and Dolby Atmos, 45 W Super Fast Charging Support",NA,Yes,"Accelerometer, Compass, Gyro, Light, Fingerprint Sensor",128 GB,10090 mAh,Yes,Yes,8 Megapixels,,Yes,Yes,Yes,,"5MP (F/2.2) Ultra Wide Rear Secondry Camera, Night Mode",No,No,,,v5.0,"Yes, USB 3.2 Type C (1st Gen)",Android,,,Bluetooth Support,"Quad HD Super AMOLED HDR10+ Display (120 Hz Refresh Rate, Ultra-low Latency S Pen Support, 266 PPI, NTSC Color Range, Eye Care Certification)",Super AMOLED,,Yes,Yes,Yes,,Yes,"A-GPS, Glonass, Beidou, Galileo",Google Maps,1 TB,microSD,Yes,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,,,,266 PPI,,,,"37,900",No-discount,"37,900",Lenovo
MUUT2HN/A,iPad Air,Gold,Wi-Fi Only,iOS,12,,No,26.67 cm (10.5 inch),"iPad Air, Lightning to USB Cable, USB Power Adapter, User Manual, Warranty Card",2224 x 1668 Pixels,8 Megapixels,256 GB,,No Sim,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase,Full HD,,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",,Built-in Stereo Speakers,,Yes,"Touch ID, 3-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",256 GB,,Yes,Yes,7 Megapixels,,Yes,Yes,Yes,,,No,No,Yes,Yes,v5.0,Lightning Connector,Safari,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity","LED Backlit Multi Touch Display, Wide Color Display (P3), Fingerprint Resistant Oleophobic Coating True Tone Fully Laminated Display, Anti-reflective Coating, 500 nits Brightness, Supports Apple Pencil",,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX, and AAX+), Apple Lossless, AIFF, and WAV",Yes,Yes,Yes,"H.264, MPEG-4, M4V, MP4, MOV, M-JPEG, AVI",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,,Lithium Polymer,,264 PPI,,,,"37,900",,"37,867",SAMSUNG
MY2J2HN/A,iPad Pro 2020 (4th Generation),Silver,Wi-Fi Only,iPadOS,13.4,6 GB,No,32.77 cm (12.9 inch),"iPad Pro, USB Type C Charge Cable (1 metre), 18 W USB Type C Power Adapter, User Manual, Warranty Card",2732 x 2048 Pixels,12 Megapixels,128 GB,2.5 GHz,No Sim,1 Year Limited Hardware Warranty,Quad HD,NA,A12Z Bionic Chip with 64-bit Architecture (Neural Engine) with Embedded M12 Coprocessor,,"Video Calling: FaceTime Video (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Audio Calling: FaceTime Audio (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Quad Audio Speaker, 5 x Studio Quality Microphones for Calls, Video Recording and Audio Recording, Digital Compass, iBeacon Micro Location, Face ID (Enabled by TrueDepth Camera for Facial Recognition, Unlock iPad, Secure Personal Data within Apps, Make Purchases from the iTunes Store, App Store and Apple Books), Siri: Use Voice to Send Messages, Set Reminders and More, Accessibility Includes VoiceOver, Magnifier, Closed Captions, Voice Control, Siri and Dictation, AssistiveTouch, Zoom, Switch Control, Speak Screen, Supports Dolby Vision and HDR10 Content",,Yes,"Face ID, LiDAR Scanner, Three-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",128 GB,,Yes,Yes,7 Megapixels,"4K, 1080P, 720P pixels",Yes,Yes,Yes,Yes,"Rear Camera: 12 MP (Wide) + 10 MP (Ultra Wide), F/1.8 Aperture (12 MP), F/2.4 Aperture and 125 Degree Field of View (10 MP), Five Element Lens (Wide and Ultra Wide), Brighter True Tone Flash, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels (Wide), Tap to Focus with Focus Pixels (Wide), Wide Color Capture for Photos and Live Photos, Exposure Control, Noise Reduction, Smart HDR for Photos, Auto Image Stabilisation, Burst Mode, Timer Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Slow‑motion Video Support for 1080p at 120 fps or 240 fps (Wide) and 240 fps (Ultra Wide), Time Lapse Video with Stabilisation, Continuous Autofocus Video, Video Geotagging, Video Formats Captured: HEVC and H.264, Front Camera: Animoji and Memoji, Portrait Mode, Portrait Lighting, Retina Flash, F/2.2 Aperture, Smart HDR, Auto Image Stabilisation, Burst Mode, Exposure Control, Timer Mode, Wide Color Capture for Photos and Live Photos",No,No,,,v5.0,"Yes, USB Type C",Safari,,802.11ax (Wi-Fi 6),"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity, HT80 with MIMO","LED Backlit Multi Touch Liquid Retina Display with Fingerprint Resistant Oleophobic Coating Fully Laminated Display, ProMotion Technology, Wide Color Display (P3), True Tone Display, 600 nits Brightness, Anti-reflective Coating, 1.8% Reflectivity",IPS,"H.264 Video Upto 4K, 30 Frames Per Second, High Profile Level 4.2 with AAC‑LC Audio Upto 160 Kbps, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, MPEG-4 Video Upto 2.5 Mbps, 640 x 480 Pixels, 30 Frames Per Second, Simple Profile with AAC‑LC Audio Upto 160 Kbps Per Channel, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, Motion JPEG (M‑JPEG) Upto 35 Mbps, 1280 x 720 Pixels, 30 Frames Per Second, Audio in Ulaw, PCM Stereo Audio in .avi File Format",Yes,Yes,Yes,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Dolby Atmos, Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+), Apple Lossless, AIFF and WAV",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,,Lithium Polymer,,264 PPI,,,5x,"45,000",33%,"29,999",Lenovo
7400,7400,Black,,,,32 MB,,4.57 cm (1.8 inch),,,0.3MP Rear Camera,32 MB,,,6 MONTH COMPANY WARRENTY,,,,,,,,,,800 mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dedicated Slot,,,,,,,,,,,,,,,"29,900",No-discount,"29,900",Lenovo
MXF72HN/A,iPad Pro 2020 (4th Generation),Space Grey,Wi-Fi+4G,iPadOS,13.4,6 GB,No,32.77 cm (12.9 inch),"iPad Pro, USB Type C Charge Cable (1 metre), 18 W USB Type C Power Adapter, User Manual, Warranty Card",2732 x 2048 Pixels,12 Megapixels,512 GB,2.5 GHz,Single Sim,1 Year Limited Hardware Warranty,Quad HD,LTE,A12Z Bionic Chip with 64-bit Architecture (Neural Engine) with Embedded M12 Coprocessor,,"Video Calling: FaceTime Video (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Audio Calling: FaceTime Audio (iPad to Any FaceTime-enabled Device Over Wi-Fi or Mobile Data), Quad Audio Speaker, 5 x Studio Quality Microphones for Calls, Video Recording and Audio Recording, Digital Compass, iBeacon Micro Location, Face ID (Enabled by TrueDepth Camera for Facial Recognition, Unlock iPad, Secure Personal Data within Apps, Make Purchases from the iTunes Store, App Store and Apple Books), Siri: Use Voice to Send Messages, Set Reminders and More, Accessibility Includes VoiceOver, Magnifier, Closed Captions, Voice Control, Siri and Dictation, AssistiveTouch, Zoom, Switch Control, Speak Screen, Supports Dolby Vision and HDR10 Content, Supports Apple SIM (eSIM)",,Yes,"Face ID, LiDAR Scanner, Three-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",512 GB,,Yes,Yes,7 Megapixels,"4K, 1080P, 720P pixels",Yes,Yes,Yes,Yes,"Rear Camera: 12 MP (Wide) + 10 MP (Ultra Wide), F/1.8 Aperture (12 MP), F/2.4 Aperture and 125 Degree Field of View (10 MP), Five Element Lens (Wide and Ultra Wide), Brighter True Tone Flash, Panorama (Upto 63 MP), Sapphire Crystal Lens Cover, Backside Illumination Sensor, Hybrid IR Filter, Autofocus with Focus Pixels (Wide), Tap to Focus with Focus Pixels (Wide), Wide Color Capture for Photos and Live Photos, Exposure Control, Noise Reduction, Smart HDR for Photos, Auto Image Stabilisation, Burst Mode, Timer Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG, Slow‑motion Video Support for 1080p at 120 fps or 240 fps (Wide) and 240 fps (Ultra Wide), Time Lapse Video with Stabilisation, Continuous Autofocus Video, Video Geotagging, Video Formats Captured: HEVC and H.264, Front Camera: Animoji and Memoji, Portrait Mode, Portrait Lighting, Retina Flash, F/2.2 Aperture, Smart HDR, Auto Image Stabilisation, Burst Mode, Exposure Control, Timer Mode, Wide Color Capture for Photos and Live Photos",Yes,Yes,Yes,Yes,v5.0,"Yes, USB Type C",Safari,,802.11ax (Wi-Fi 6),"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity, HT80 with MIMO","LED Backlit Multi Touch Liquid Retina Display with Fingerprint Resistant Oleophobic Coating Fully Laminated Display, ProMotion Technology, Wide Color Display (P3), True Tone Display, 600 nits Brightness, Anti-reflective Coating, 1.8% Reflectivity",IPS,"H.264 Video Upto 4K, 30 Frames Per Second, High Profile Level 4.2 with AAC‑LC Audio Upto 160 Kbps, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, MPEG-4 Video Upto 2.5 Mbps, 640 x 480 Pixels, 30 Frames Per Second, Simple Profile with AAC‑LC Audio Upto 160 Kbps Per Channel, 48 kHz, Stereo Audio or Dolby Audio Upto 1008 Kbps, 48 kHz, Stereo or Multichannel Audio in .m4v, .mp4 and .mov File Formats, Motion JPEG (M‑JPEG) Upto 35 Mbps, 1280 x 720 Pixels, 30 Frames Per Second, Audio in Ulaw, PCM Stereo Audio in .avi File Format",Yes,Yes,Yes,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Dolby Atmos, Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX and AAX+), Apple Lossless, AIFF and WAV",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,1 Year,Manufacturing Defects,Physical Damage,1 Year,"4G LTE, WCDMA, GSM",Lithium Polymer,,264 PPI,,,5x,"39,000",39%,"23,499",Lenovo
Slate X15S OS10,Slate X15S,Black,Wi-Fi Only,Android,10,1 GB,No,17.78 cm (7 inch),"1 Device, 1 Charger, 1 USB Cable, 1 OTG Cable, Documentation",1024 x 600$$pixel pixels,5 megapixels,16 GB,1.8 GHz,No Sim,"Device: 6 Months, Accessories: 3 Months.",,,Cortex A7 Quad Core Processor,,"Quad-Core 1.8 GHz Cortex A7 Processor, Powerful Graphics Processor - Mali 400 MP2 @ 600 MHz, 1GB RAM, Internal Storage of 16GB, Supports MicroSD Cards upto 512GB (Expandable Storage), Dual Camera, 5 Point Multitouch Capacitive Touch Screen, Inbuilt Bluetooth, Inbuilt WiFi 802.11 2.4GHz b/g/n, Android 10 Operating System, Sleek housing, Inbuilt Speakers and Microphone, Supports HD videos upto 1080p, Built-in 3000 mAh rechargeable Li-Ion battery, MicroUSB port for Charging and OTG (Can charge through laptop or PC), Separate DC Port for charging while using MicroUSB port for other tasks",,5 Point Multi touch enabled Capacitive touch screen (Glass),,16GB (12GB Usable),3000 mAh,,,2 megapixels,,,,,,,,,,,,,,,Wi-Fi (802.11 a/b/g/n),,"5 Point Multi touch enabled Capacitive touch screen (Glass), 1024-by-600-pixel resolution, Fingerprint-resistant plastic coating, Support for display of multiple languages and characters simultaneously",7-inch (diagonal) LCD - backlit glossy widescreen display,,,,,,,,,512 GB,,Yes,,Onsite (Free pickups and deliveries),6 Months,(Against Manufacturing Defects),"Physical damages, Water Damages, Moisture Damages, Seal Tampering & Burnout Cases",,,Rechargeable Li-Ion Battery,,,Built-in 3000 mAh rechargeable Li-Ion battery,1 GB DDR III RAM,,,,,Lenovo
MV0E2HN/A,iPad Air,Silver,Wi-Fi+4G,iOS,12,,No,26.67 cm (10.5 inch),"iPad Air, Lightning to USB Cable, USB Power Adapter, User Manual, Warranty Card",2224 x 1668 Pixels,8 Megapixels,64 GB,,Single Sim,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase,Full HD,LTE,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",,Built-in Stereo Speakers,Nano SIM,Yes,"Touch ID, 3-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",64 GB,,Yes,Yes,7 Megapixels,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,v5.0,Lightning Connector,Safari,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity","LED Backlit Multi Touch Display, Wide Color Display (P3), Fingerprint Resistant Oleophobic Coating True Tone Fully Laminated Display, Anti-reflective Coating, 500 nits Brightness, Supports Apple Pencil",,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX, and AAX+), Apple Lossless, AIFF, and WAV",Yes,Yes,Yes,"H.264, MPEG-4, M4V, MP4, MOV, M-JPEG, AVI",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,"4G LTE, WCDMA, GSM",Lithium Polymer,,264 PPI,,,,,,,Lenovo
ET701,ET701,Blue,Wi-Fi Only,Android,4.2.2 (Jelly Bean) (Assured Upgrade to Kitkat 4.4)(Available Now),1 GB,No,17.78 cm (7 inch),"User Manual, Charger, USB Cable, Tablet",1024 x 600 pixels,2 megapixels,8 GB,1.2 GHz,No Sim,,SD,,"Intel Atom Processor Z2520(1M Cache, 1.20 GHz)",,,,Yes,G-Sensor,,2500 mAh,,Yes,0.3 megapixels,,,,,,,No,No,,,,"Yes, Micro USB",Android,3.5 mm,802.11 b/g/n,"3G via Dongle (Recommended ZTE MF190), Bluetooth Support",IPS Panel,,,,,Yes,,,,,32 GB,microSD,Yes,12 months,,,,,12 months,,,Capacitive,,2800 mAh,,,,,,Coolpad
ET701,ET701,Grey,Wi-Fi Only,Android,4.2.2 (Jelly Bean) (Assured Upgrade to Kitkat 4.4)(Available Now),1 GB,No,17.78 cm (7 inch),"User Manual, Charger, USB Cable, Tablet",1024 x 600 pixels,2 megapixels,8 GB,1.2 GHz,No Sim,,SD,,"Intel Atom Processor Z2520(1M Cache, 1.20 GHz)",,,,Yes,G-Sensor,,2800 mAh,,Yes,0.3 megapixels,,,,,,,No,No,,,,"Yes, Micro USB",Android,3.5 mm,802.11 b/g/n,"3G via Dongle (Recommended ZTE MF190), Bluetooth Support",IPS Panel,,,,,Yes,,,,,32 GB,microSD,Yes,12 months,,,,,12 months,,,Capacitive,,2800 mAh,,,,,,SAMSUNG
ET701,ET701,White,Wi-Fi Only,Android,4.2.2 (Jelly Bean) (Assured Upgrade to Kitkat 4.4)(Available Now),1 GB,No,17.78 cm (7 inch),"User Manual, Charger, USB Cable, Tablet",1024 x 600 pixels,2 megapixels,8 GB,1.2 GHz,No Sim,,SD,,"Intel Atom Processor Z2520(1M Cache, 1.20 GHz)",,,,Yes,G-Sensor,,2800 mAh,,Yes,0.3 megapixels,,,,,,,No,No,,,,"Yes, Micro USB",Android,3.5 mm,802.11 b/g/n,"3G via Dongle (Recommended ZTE MF190), Bluetooth Support",IPS Panel,,,,,Yes,,,,,32 GB,microSD,Yes,12 months,,,,,12 months,,,Capacitive,,2800 mAh,,,,,,IKall
N9 Tablet with Keyboard,N9 Tablet with Keyboard,White,Wi-Fi+3G,Android,6,1 GB,Yes,17.78 cm (7 inch),"Tablet, OTG Cable, Earphone, Charger, Keyboard, User Manual",1024 x 600$$pixel pixels,5 megapixels,8 GB,1.2 GHz,Dual Sim,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPLE
MV0P2HN/A,iPad Air,Silver,Wi-Fi+4G,iOS,12,,No,26.67 cm (10.5 inch),"iPad Air, Lightning to USB Cable, USB Power Adapter, User Manual, Warranty Card",2224 x 1668 Pixels,8 Megapixels,256 GB,,Single Sim,1 Year Manufacturer Warranty for Device and In-box Accessories Including Battery from the Date of Purchase,Full HD,LTE,"A12 Bionic Chip, 64-bit Architecture with Neural Engine and Embedded M12 Co-processor",,Built-in Stereo Speakers,Nano SIM,Yes,"Touch ID, 3-axis Gyro, Accelerometer, Barometer, Ambient Light Sensor",256 GB,,Yes,Yes,7 Megapixels,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,v5.0,Lightning Connector,Safari,3.5 mm,802.11 a/b/g/n/ac,"Bluetooth Support, 2.4 GHz and 5 GHz Dual Band Wireless Connectivity","LED Backlit Multi Touch Display, Wide Color Display (P3), Fingerprint Resistant Oleophobic Coating True Tone Fully Laminated Display, Anti-reflective Coating, 500 nits Brightness, Supports Apple Pencil",,"AAC (8 to 320 Kbps), Protected AAC (from iTunes Store), HE-AAC, MP3 (8 to 320 Kbps), MP3 VBR, Dolby Digital (AC-3), Dolby Digital Plus (E-AC-3), Audible (Formats 2, 3, 4, Audible Enhanced Audio, AAX, and AAX+), Apple Lossless, AIFF, and WAV",Yes,Yes,Yes,"H.264, MPEG-4, M4V, MP4, MOV, M-JPEG, AVI",Yes,"A-GPS, GLONASS",Maps,,,No,1 Year,Carry In,,Manufacturing Defects,Physical Damage,1 Year,"GSM, WCDMA, 4G LTE",Lithium Polymer,,264 PPI,,,,,,,Lenovo
